index,snr_db,clean,noisy,seconds,clean_sha256,noisy_sha256
103,17.5,clean/lsm_0103_snr17.5.wav,noisy/lsm_0103_snr17.5.wav,6.52,6e44eb42609d5ae37edbb149b23ea3533f69bb85c0ff7dd8465b3639e1356601,113ae92f8d73f0642a545e07717909b073c3ffbe63c41ac81404a23ec9d4d936
104,2.5,clean/lsm_0104_snr2.5.wav,noisy/lsm_0104_snr2.5.wav,3.805,4a00f5a641effce74abc5847b45f53b1b38fd5713cf276f357c2cd7ed3c07fca,81aca3a07099dbfeb6eb59442d6328990fa5a1c9e2b0e95de34b056657de8c02
105,7.5,clean/lsm_0105_snr7.5.wav,noisy/lsm_0105_snr7.5.wav,15.025,7c52590999672974cd1fb29e575a91f0314df6fb0948a9659e31823514f260f0,c303d7c6f2f5f8e05178ce2e81a9b658323761c6d7375706550896d6a4e695fb
106,12.5,clean/lsm_0106_snr12.5.wav,noisy/lsm_0106_snr12.5.wav,8.58,a4c6ac12b25825b239f8a01d09de28301e1a2689ab7fa5a6568dbb50e52865ea,bf413060c06db3a0926399b23fdd52539ce50993e9b700526e65f963397a3092
107,17.5,clean/lsm_0107_snr17.5.wav,noisy/lsm_0107_snr17.5.wav,4.045,2e71da857eaf9bdc6c2db01d0ad68c622afd205119dd381cd457ebf615f06917,4e35aa4fa54d2f2bc2d18be63d9a6d0a7b59613bbd92f63f9423e5b74e54e8bf
108,2.5,clean/lsm_0108_snr2.5.wav,noisy/lsm_0108_snr2.5.wav,3.38,4168af81556ed78ddabf6dde8b8e683a900f2e2468ed5729f00aa3a9a072d702,9e7872cf507755b925b4172a9191fe5bb1b24f5894f47f8606fa1cba93d42176
109,7.5,clean/lsm_0109_snr7.5.wav,noisy/lsm_0109_snr7.5.wav,25.94,c53a4453bbb061d21f3af8cc013f556c9be28d9721d0c87bce33d348aacf1234,b9d61c8244128e92ab3c95fe6f1eedcc3f3d82007aed392557c15308114a4804
110,12.5,clean/lsm_0110_snr12.5.wav,noisy/lsm_0110_snr12.5.wav,17.74,1a319e17ca38e5e863b0beccaae3331afe24d516c1b74776e898bf1daca67b24,ad844315f78ac06684ce41c820f4c312d5b621f762c5a52ce8846bf015f8b70b
111,17.5,clean/lsm_0111_snr17.5.wav,noisy/lsm_0111_snr17.5.wav,3.54,54fa9c1671887053aa4398e0fb92d16886c27b155e50c0f71146a37c9f38c37d,fb95ede048ae8d3e4d5f096271612b55d8e01a3df97447c587acd18aa1bdcc82
112,2.5,clean/lsm_0112_snr2.5.wav,noisy/lsm_0112_snr2.5.wav,11.6,8af3d65056dd25834950bade8cdeb133ae3b0be0bd84b6d6a173a6cd4c47ef39,5a7936c18779b8789798f87901555b5231ca7ab4311d0182269a265d1cb9ac72
113,7.5,clean/lsm_0113_snr7.5.wav,noisy/lsm_0113_snr7.5.wav,7.815,d7d872b9fbdc739eee84f0087247226d354938d1a30a2c154d991d154f5a4e8f,65958917c62abc9b69228916ce1983ede0e2e5cfd1fbaaff60add6bbca0820b8
114,12.5,clean/lsm_0114_snr12.5.wav,noisy/lsm_0114_snr12.5.wav,9.6,c11c780f13d279bdf9a96717160a680c73cae8e964fc790f551c5573f64bbd53,11be89b50777cfc1a5e3ba370a5a91766103d224afd012f8767f6185cf8da794
115,17.5,clean/lsm_0115_snr17.5.wav,noisy/lsm_0115_snr17.5.wav,3.505,d9e72648a5d402f48b6198a0e7a21de714beac35c4d3bd9bb06b04d61b372f20,601f80d0238bb4b7bbce8df06906a298ebf0d6c309e9a5f8d3ae1c3269d384a2
116,2.5,clean/lsm_0116_snr2.5.wav,noisy/lsm_0116_snr2.5.wav,8.73,5190e404f907e11fe58e4f74a64c53f54bcecc53da962e23e761fc87a4a8fd97,be2a8be2e773f998a891983911aebefbe03105d82a79b40f60dd88bea15447b1
117,7.5,clean/lsm_0117_snr7.5.wav,noisy/lsm_0117_snr7.5.wav,3.03,e3f67823a0480d9015742cf7cfbf00777ddd982bd05b4056128cf8838f7a46bd,c2d06be0644c858278a96645a3d8b864d3013c00d29626aa2adfad5f696a7f64
118,12.5,clean/lsm_0118_snr12.5.wav,noisy/lsm_0118_snr12.5.wav,6.02,5c28bcba1e09e2cb09a194a6b59b4358bd1c0ab51d0c243316128245226def03,0ff4ef8964fb60c20514cdfe74245a8445f57ec96f3e4520d2a2cee3f8e8b8e3
119,17.5,clean/lsm_0119_snr17.5.wav,noisy/lsm_0119_snr17.5.wav,3.305,c31b5d9381dbb72f215ebd1261927665844adf8f57f0cd67ed786d5250e16de3,7e4673c71bcc92a80328c817c3fc2b5ee7fb277ddaf4941dbee89405b9c71fd2
120,2.5,clean/lsm_0120_snr2.5.wav,noisy/lsm_0120_snr2.5.wav,5.125,cc36df3e59412bded95336dcffe4c2831dc0893ad3239cd92f3c8de2c7064a90,9ba2ea50a22e5944a8a5f0259a974ce8ddfc7d9f29e110b414f68280c3a0c834
121,7.5,clean/lsm_0121_snr7.5.wav,noisy/lsm_0121_snr7.5.wav,3.835,6067830c182232b49e18357e0f95097d1822524cda157ecc3984bc6c4b62a536,b7d2c176c37504774fb9f06f57b804e05a2fd2f11a6419fef9b589885c120afc
122,12.5,clean/lsm_0122_snr12.5.wav,noisy/lsm_0122_snr12.5.wav,4.77,ef9457a4189cbef0c4a4e8df7a03ddedee72c754aa597f218d4ce4d6319616e2,360968278a9edb94ae675d8caa930cce1e3e680d3b5c88574970626f77540b09
123,17.5,clean/lsm_0123_snr17.5.wav,noisy/lsm_0123_snr17.5.wav,14.51,910b76052ad7291df7c404bd9eba4d2a80d4a90b4b997cdf175d4e8e020c0bbc,94453e6bba1cb67091e78fa13fdb1ed9d170a4d6f67904bbaa3d23698869b8e7
124,2.5,clean/lsm_0124_snr2.5.wav,noisy/lsm_0124_snr2.5.wav,7.27,c9c44d71a298e1999230e1c748f92da106c86822d9ba5ed19154f29f93557641,c448f711e2954981cc56558573fe8a1efbd6806b3cee29cee356f20c69a383d9
125,7.5,clean/lsm_0125_snr7.5.wav,noisy/lsm_0125_snr7.5.wav,17.84,c0a331818c236c7c4d94c7d08c3cfc01a9ee2ad915f74a05e58e88a7216426a3,f9c76eaae9430e3c5cfda7cdbb567915d6dd6f57b387914ef716be211fe8c4a8
126,12.5,clean/lsm_0126_snr12.5.wav,noisy/lsm_0126_snr12.5.wav,6.87,40c3b9f25002e201f671e14fe9fd8c12f218b08389d345b58abf26fc4b4fdf35,028e6da5c2ae2a901d220de02f90d99ad829e066cd6b47c9772a35856c2aac8c
127,17.5,clean/lsm_0127_snr17.5.wav,noisy/lsm_0127_snr17.5.wav,7.915,5ca0d0141fec49d2a047f86a682eee7386d566385daf8f530756c1cbba3167ea,e9225d4936a8aa892ac66cb01ccd73bfc96dc12f1e1d9ca10ea45a6d8d6876a8
128,2.5,clean/lsm_0128_snr2.5.wav,noisy/lsm_0128_snr2.5.wav,4.61,f5d6eb7d2a8c5bdf6e18d00be537eb3238054b3072a931d5fb36f9b38e30bfc5,2431847bcdcd929af0f41643ce410f844404247237e7827d395530e780cef1c5
129,7.5,clean/lsm_0129_snr7.5.wav,noisy/lsm_0129_snr7.5.wav,3.55,9e037a99f31885f1bba0a52181609462f832c2e6f46f064bd428c1731bc25a06,052016de3f927a7b2bf80dbf8d02e37006d230c03c8f5d629464b01abf85ce03
130,12.5,clean/lsm_0130_snr12.5.wav,noisy/lsm_0130_snr12.5.wav,3.02,c9c452105230a90f747b69b41fdfc6d380a7e292a9993409c6452879f61e0f06,122ea1f9b6f4aaae9c37c796e246334dba7e7b0727bbca7807e7d6a37294344a
131,17.5,clean/lsm_0131_snr17.5.wav,noisy/lsm_0131_snr17.5.wav,4.855,5c14da56e405e9b169efde9627bef455ee5ff1df658b484ee7fc09b8ccf7aba6,7a7cb8c19f8625f78b0cea04362ba7aa19c28df967b712e6abe24092b9e49952
132,2.5,clean/lsm_0132_snr2.5.wav,noisy/lsm_0132_snr2.5.wav,9.125,354cc560807ca6eaa9dbfea526fbbab42a7fac4f348c2fd69c716f5d958c99b3,a0332f29fe5a56c8ebe3c114ddbf634f7ab808a4c85cfc1bda1a5f65a90acf48
133,7.5,clean/lsm_0133_snr7.5.wav,noisy/lsm_0133_snr7.5.wav,6.08,1dadf4c022c815070826c4412aedd671ddd1d277f1f87c393633a25f30121180,989b831ef917d0a0a5fabbdc2581ec46ee3f5b888b531e1a76787610a09f61e9
134,12.5,clean/lsm_0134_snr12.5.wav,noisy/lsm_0134_snr12.5.wav,7.5,59b1b21ff723a947640881a01149b61f13a1df89b1ae744a79b2c4c18a5448cf,54255f24586ab8b1a1b60ac0b74ab3e221fbc1cf85ea06cca064574413d73a11
135,17.5,clean/lsm_0135_snr17.5.wav,noisy/lsm_0135_snr17.5.wav,4.805,f270de588199ede99ef18e0ba4c1db7201bae9044dcf6c70f583bbba3daaa543,da85e17ae22981eee928748a2af6c5c0a29f5410a88b2d0bffcdf7fb5fec42b2
136,2.5,clean/lsm_0136_snr2.5.wav,noisy/lsm_0136_snr2.5.wav,6.83,23df064fdaaf766dfce45ecdd14d13abaf824f3b91105c4c9eb23d505cec0c40,0d425e68dfafa474a4db8373657ffad8540bea802842dd8f493b6d59e31dbebe
137,7.5,clean/lsm_0137_snr7.5.wav,noisy/lsm_0137_snr7.5.wav,14.9,b2038488305f87a7b5f001c3ca2f90b4d9c6f82f1d927f8a08c0b9d698f31a12,02dec848e0037ad8f73f2bef6a2f5916b78b32f9931febdde5095eb0b083d659
138,12.5,clean/lsm_0138_snr12.5.wav,noisy/lsm_0138_snr12.5.wav,16.075,94898a4159da916065ae71a6496913a4c268c159371a41d583db51c358c464e2,7dfd0ddc83fe473f13e01a79f92493cf89180e3ce31f4152786fdf485214be96
139,17.5,clean/lsm_0139_snr17.5.wav,noisy/lsm_0139_snr17.5.wav,17.265,3e9ab645eb3fbc4eb672b273a31b9c49303a5e87369ddf697881c5ec7846f6fd,913085e64932260f0b7732af3e25eec7ce84b2c4958aee7b05a8a1c0824188f8
140,2.5,clean/lsm_0140_snr2.5.wav,noisy/lsm_0140_snr2.5.wav,5.39,754bc0441462cded495b775c7b21884e556991efad6ac69969a867ccec98e85c,17481c50dc062bd20397833bb0c401ce02e20f993772ca5dc5334ed7e6a7e3eb
141,7.5,clean/lsm_0141_snr7.5.wav,noisy/lsm_0141_snr7.5.wav,6.135,a6298ab39be369ada243ce559cb4c7a605b86dd8f0b1bbb8dc602d912b7c6ab0,ab082ed68c71e34e6aa57a67ce73bad1d7ec4867db65ef7027657a4a520d4dd5
142,12.5,clean/lsm_0142_snr12.5.wav,noisy/lsm_0142_snr12.5.wav,26.14,362564e0fc2c3b751394d2e16ecba213194784a43a06a8e05876303efcb9b722,d7962d04a6eb60bfa15e62c7ec008dd0460f90b87ded995a5949668946334621
143,17.5,clean/lsm_0143_snr17.5.wav,noisy/lsm_0143_snr17.5.wav,3.75,7cf0b059946d66d3644af061770a75af9332f5a0660394fc03b5540db1bf8e18,825d4fc3b389a5ae36288f816e4c1d498f2a0e8ac1728433889c11f99ebc31fb
144,2.5,clean/lsm_0144_snr2.5.wav,noisy/lsm_0144_snr2.5.wav,10.19,97e4cfc6d5b65e9fa778780a19594ba47014686349b4dc98ec1253564b994fc0,ff2d291ab323ad0e97f37168717c14245e9a4cd8b9208539f69bb42f402a7b01
145,7.5,clean/lsm_0145_snr7.5.wav,noisy/lsm_0145_snr7.5.wav,4.7,9d10b06016b0041fd1f2dec0ecd5c7fb8d045acab6f22e61b01cbabd57854394,70da16c5d3b8a62bb0b577481e573793402116d5f2f0fd5f97fb4fb7b90b829c
146,12.5,clean/lsm_0146_snr12.5.wav,noisy/lsm_0146_snr12.5.wav,4.115,434d68d8dc6bdb85b6df445baff9c8c695e3e6131b03a0d008e27fe20e520a58,5d9d9052acbc3e7ed5c76544f0a7bede8dc67fa9f4aa03234eba4aa46dd3385d
147,17.5,clean/lsm_0147_snr17.5.wav,noisy/lsm_0147_snr17.5.wav,7.51,9ed57d056d37987a5289c1190c0567f7a3f2a985f933b0d8c9cd16737ab138be,b7c9124a6368bcac5f1a48fb0c1316ffd7594dcd59d151cae261e2574152e7f3
148,2.5,clean/lsm_0148_snr2.5.wav,noisy/lsm_0148_snr2.5.wav,8.5,484e3f1d85ea6e7184f419c480678712142068f834be82df688bf62f87333420,3892a8feaef89913c0a369562beab45a9fb9727ae6079fb2482bb8686a64e363
149,7.5,clean/lsm_0149_snr7.5.wav,noisy/lsm_0149_snr7.5.wav,7.435,d6be9d000dc8423f53ad6d8253b4883810b6529c1fc5a700956f271a57b3239b,2364d34548ca9567b1d1f04dac1ba25c3e71a1a1c0c8fca88fd07a74683484c2
150,12.5,clean/lsm_0150_snr12.5.wav,noisy/lsm_0150_snr12.5.wav,14.675,8ce401c1564f383dab281ac70c2dae45dd32731b5356f3baa19ed666b73fef47,98f1b5a7adb7e766add1ef4b17620ab3e5dd073b5e81545129ced0be7a9b56fe
151,17.5,clean/lsm_0151_snr17.5.wav,noisy/lsm_0151_snr17.5.wav,19.005,46791c30de8b5bb82788584afc59081b5ee5e7ec33ed7ce34db511531e477b0f,c449852ed6b9a21e4132121578171dd358492d577b07342c1436503af335f863
152,2.5,clean/lsm_0152_snr2.5.wav,noisy/lsm_0152_snr2.5.wav,16.695,19af5578f4036e9ad7c2dea6d790542024e6e34e55cfb14e59046964d924739a,00b554ec4a789aa495121ca873efa21d28af518c268c74ed9aa436cc52ce9501
153,7.5,clean/lsm_0153_snr7.5.wav,noisy/lsm_0153_snr7.5.wav,5.63,fbf6e04d093b97d5732693f769238ebace319a0fde114df333d4d150fc918e32,2768b8ef6e29f3e89d034d173fb120af5f4a7f6994cc65e02f3a8e2769d12bd7
154,12.5,clean/lsm_0154_snr12.5.wav,noisy/lsm_0154_snr12.5.wav,4.275,2cff67acc90735509fb83be543636b224e12711f24dcea765077ae4bbe455a48,9db82be3880063fadd4085977bfe1cd77bbd1a83945ea2105dbc41a017b9ebd4
155,17.5,clean/lsm_0155_snr17.5.wav,noisy/lsm_0155_snr17.5.wav,3.33,6bccd3d84af90c8daf954028e739af3c7b769f27e73d0754f12f2eb10fd7e9cc,5874b1adece385919a7c2ce33d8e1e073997cdec2b04a80eaabaf8e016b3911f
156,2.5,clean/lsm_0156_snr2.5.wav,noisy/lsm_0156_snr2.5.wav,11.985,202242f113e030ec7f7d4c68285e96c62aa00300ccd9e6175e2538905c405d53,bf994d72e14b80aafd093c5558695b34c1eeb6bf51984fe1daede81f9b932083
157,7.5,clean/lsm_0157_snr7.5.wav,noisy/lsm_0157_snr7.5.wav,3.825,a1498109259409d5e337c77d5f1544dd506877e5b1be7421012b38b7684e9d78,2f0be06c2bc976a6fada93d1b68e091ec14517562919b5fded0bd53d90f45941
158,12.5,clean/lsm_0158_snr12.5.wav,noisy/lsm_0158_snr12.5.wav,7.535,2631bcaeba939e9e3c0342f4cef83aa730913f9f4d2657398eb383a5f3ee05d9,ce8d6ba06234375ab8466de5dbf07dec400423457d8ba422412380361112221a
159,17.5,clean/lsm_0159_snr17.5.wav,noisy/lsm_0159_snr17.5.wav,9.485,e562fefb64fd1c4255419acbb7920b7924a278e42414924b33066c3f0ec62ac0,59b4447fb80dcfe96758b503527373d3debebbdd4092952335634b8c5d475da8
160,2.5,clean/lsm_0160_snr2.5.wav,noisy/lsm_0160_snr2.5.wav,9.505,9a1ec7084b835cfe352d0d2d8d33885594e7bda37653e2bb5b58c41a4ad72d22,901a30e72eb308485fcad13dcf3abb4267afe8cf0334ddee6d7583c8e79c2297
161,7.5,clean/lsm_0161_snr7.5.wav,noisy/lsm_0161_snr7.5.wav,5.365,c5ff1f453b844ad56ddbec7d42d015ccc62a38834dbd9a32ff1fa186be9a9d03,8c28a01650d69c81e0d6988accb69df321f259806d0eb43ba5b64920299dde91
162,12.5,clean/lsm_0162_snr12.5.wav,noisy/lsm_0162_snr12.5.wav,24.85,dd065f22b8300c04c43323f15b52cc06a331c82f3933bed6179c3b4920f05c07,7713ce6594c44def181aab452e84ac3615948b20148b0a154006fc9ff41d00ce
163,17.5,clean/lsm_0163_snr17.5.wav,noisy/lsm_0163_snr17.5.wav,4.305,1ce77b59d43100337a67552398629b187c82ae7425992a0443ecf7e6675c06cb,5ca3ab6a521c2fade713b48a25bc0ec0729537908b87b30245f13e153f686163
164,2.5,clean/lsm_0164_snr2.5.wav,noisy/lsm_0164_snr2.5.wav,7.305,0cffd84f5b9e48189b622a194fb3bd7c0890be846e87618f4637cd42fd89eaac,4aa2ca9d8c4657c026b338e6e24cd24dcfd076df8ee8acbd6a4d52a601df61bf
165,7.5,clean/lsm_0165_snr7.5.wav,noisy/lsm_0165_snr7.5.wav,5.265,ef5fb22407c60d3fca27542db38b625da5ca16d9e691a7f900f43b0e842aa7e3,03b6edff39490f2a3fe8101788a59263b5bc7890006d985c9444b7de745ece33
166,12.5,clean/lsm_0166_snr12.5.wav,noisy/lsm_0166_snr12.5.wav,16.91,b642330db944bf99fb24400d74b63f3a096fcfcb09b6ed3cea85c662cef04406,dd845a027dbf2f015f34986b4ff2a6d6824fd9456c9d4c87996809b8c545e212
167,17.5,clean/lsm_0167_snr17.5.wav,noisy/lsm_0167_snr17.5.wav,22.36,d2ff365f881b536e2ca43ba63e870e035034b1b32da4ae342acffc6d78135c5a,47845776b2e26e36bdb27fce7e0aa1fc6f81297b103cd5d046f47dee862f20cf
168,2.5,clean/lsm_0168_snr2.5.wav,noisy/lsm_0168_snr2.5.wav,6.55,2b702986e57cd06642e7fca99e769992a789e74ff8425d3c822f29246c4678f2,67482074363994a7b57cc7c09ce3f6ff4409e3fa61242bb5f19952fb04cea18e
169,7.5,clean/lsm_0169_snr7.5.wav,noisy/lsm_0169_snr7.5.wav,32.88,2e1a693189cf9da558001ccbd6e20a4cb525d8d2a0f74028bfffee7607a2e15d,7b51bbcc8967b62212b2d5eac0058fd4e0c1c02c6cceecc6093a71b0977ba934
170,12.5,clean/lsm_0170_snr12.5.wav,noisy/lsm_0170_snr12.5.wav,3.48,e83ce2f2afa6188fd8d3080c0a0824793a0e6955f7b020de8b4744d1570b371c,ed12223e75fb9fd7b30b10c9428fdf20cc748ee9ec35a3d9bbc24fd9cbfd830c
171,17.5,clean/lsm_0171_snr17.5.wav,noisy/lsm_0171_snr17.5.wav,3.575,0faf3dce14b13d4009729788e9b6a7d81e6cf14155a99b16ce32c728a3345175,602b45a40e7a309493484c4cf578f928a8761a3091154265476151032696d1e2
172,2.5,clean/lsm_0172_snr2.5.wav,noisy/lsm_0172_snr2.5.wav,4.98,80ef402b75c7f5a28a3007709465a5f43f622f17fcf3ff58e2c7697dd2a1c949,a78cbc187fd1c626935810d2400ee3171bede1fb7dea4a305de42bdf633893cd
173,7.5,clean/lsm_0173_snr7.5.wav,noisy/lsm_0173_snr7.5.wav,26.16,c2fec5c0f905511206fe3b1380cbbf7b0693d0a107e862ba434546f92645526e,c1f7bebae0c3d1db4ff72d687c495e0957bbe1424ab956010ede90466aac2f47
174,12.5,clean/lsm_0174_snr12.5.wav,noisy/lsm_0174_snr12.5.wav,30.04,bb57fd5dea3b7b0df8625aa36964ed9cf3cdf23bb92271fe5adc7a68622498ea,81488f886989709d45a90673708d2eea5b10925779aef5b0349f0ac28c54def1
175,17.5,clean/lsm_0175_snr17.5.wav,noisy/lsm_0175_snr17.5.wav,3.06,9659de5e764024c9127acf5269dec699066e52f3cfc93f9724fb7ba6c9a0196e,2594e0e96a1af24de22f1e23f035c8173d36bacdf79b2488b7a9cfc3054f4769
176,2.5,clean/lsm_0176_snr2.5.wav,noisy/lsm_0176_snr2.5.wav,8.31,499bd880e57cacc31a16862a6035acbc4f1f74b2ed29a40a3345e3876b5b605a,eef4155f6995cbf0871f4f162f5a5463b6e3bc10aa11e608c93fa31ae7018cce
177,7.5,clean/lsm_0177_snr7.5.wav,noisy/lsm_0177_snr7.5.wav,3.51,34f3e908c4dcce5ec52500e2379334f4aad9302d4413ef1fe9ea3cc57e759b42,7ac4ea1b409b7b61119cda4a661fa07b2422499840c03380371a9c9a33aac62c
178,12.5,clean/lsm_0178_snr12.5.wav,noisy/lsm_0178_snr12.5.wav,7.46,096812d54a8d3c4c5723a98bae12c783e087c98a407bc8094dcf2be1eb0cc3ad,a0b1809b7bab0b8433b197f00af1fcdf497ccbba884c7dabf1d33628e5de271c
179,17.5,clean/lsm_0179_snr17.5.wav,noisy/lsm_0179_snr17.5.wav,8.62,3c8b20f214b349b47c8c4a58d8f1ef6dd1e29b0e3a151e8fd0acb2ec6f438260,55cde8ad324db455454b5728fcc9f569553708caa11288cdc1e27832f8db7b86
180,2.5,clean/lsm_0180_snr2.5.wav,noisy/lsm_0180_snr2.5.wav,10.4,b922382ba50ec5271c957a9d7e239d04304a2bd5fec827de861fc315bc3a1eae,68c346210413ba31c9d6a368291d2bceacaf282cf833f9dcb49328d8c91b73dd
181,7.5,clean/lsm_0181_snr7.5.wav,noisy/lsm_0181_snr7.5.wav,6.155,427ca8e0dc94adf602a01a3513b44efba8136c0b5536e34b50f006bcd4d1d366,74080129b76c19a621ddbbc3d6fa09bf4099ecbcf6c75e87e98a01249ba11835
182,12.5,clean/lsm_0182_snr12.5.wav,noisy/lsm_0182_snr12.5.wav,6.145,f322c0e7b0f6b1009465d149cb7203bea4e0765211ef63769dd273e0eb9c74c3,9a0f9f22c2f2aa781bc26cc59837c8abc0b6a414fee97c99811be0024e848ca7
183,17.5,clean/lsm_0183_snr17.5.wav,noisy/lsm_0183_snr17.5.wav,5.79,9800970a65f0e7fa56a78acaf0ef975e996a0c126d14e451312b517dc4027f7e,d2543c55e4dc6c05d882425bb0238dd039082ed475c012b748a780e70d55bf78
184,2.5,clean/lsm_0184_snr2.5.wav,noisy/lsm_0184_snr2.5.wav,4.11,69407039f180c6a98d6ee8999d19aee7d38018c05d33ef7cab73eba3764c6a0d,fbafe6ac3344f2e181cce45e482ad0bc87c240b759326cb844309bc23b3045e2
185,7.5,clean/lsm_0185_snr7.5.wav,noisy/lsm_0185_snr7.5.wav,4.12,bdd7c17a2eef65933c314da20b50d2a4569870d8290dd8258a64efbe256b6dfe,6aeb74b38377ba0654410a33d72ff3ff0c022e43a1cfaa119baf4975062b1401
186,12.5,clean/lsm_0186_snr12.5.wav,noisy/lsm_0186_snr12.5.wav,3.705,7ca3d21a962cf9e0931ad4c667ca5f5c052df8dc6d2fc04152a910f7b2b83fef,b6720d6398f647180a0c3b18b33bdeecd32595bdaf518f4911c4ae3f4fcfea9f
187,17.5,clean/lsm_0187_snr17.5.wav,noisy/lsm_0187_snr17.5.wav,15.425,3ce2f904a67ce8404720c9d7c7b770885b30896dc63c0483216a076a195ff60b,a83468e1261dace0a104cd66b523bb27642c42bb7638d51a46888b38c123facc
188,2.5,clean/lsm_0188_snr2.5.wav,noisy/lsm_0188_snr2.5.wav,15.74,aa2da53f181f206339f646589d2d8c6d9086e13702c362a8aa4540abc5300291,f4970189d9fd216212c9ca8d986858e88d94414e968e0c5904d8f32a02b6bde0
189,7.5,clean/lsm_0189_snr7.5.wav,noisy/lsm_0189_snr7.5.wav,3.615,54269b145b2f268111abd348e092394938557fe20bc0cf458b5b982f660f5d40,6a5b98a08836e46ad9bad01b79abb4768e6c42093bd0a1404c9014ca8f1d06c3
190,12.5,clean/lsm_0190_snr12.5.wav,noisy/lsm_0190_snr12.5.wav,4.895,9f1d89defca49da4a38e6c106bd567a3da9a18fb727d70b445dce2d7872e9bce,08ebe51e97a1793cee98ee2e701972b6c1bbcafea470dbd4aafb583f2882ce95
191,17.5,clean/lsm_0191_snr17.5.wav,noisy/lsm_0191_snr17.5.wav,13.055,c41a7a51646d57477cbee3a841b380773f30f10b155effa40d3104973d588fcb,a2306c4526bd7c0e601335af0f9cdfacad02c9244ae68f4d16f400a0b2a7ef85
192,2.5,clean/lsm_0192_snr2.5.wav,noisy/lsm_0192_snr2.5.wav,4.78,48623abf760b33b9bea5542aad0df45e6231958d0ff1d36421e37869309355f8,df7dc7e55c3d8dd8846094e57048fe2a089ddb5d90a53a400bd100bd42b6e5b8
193,7.5,clean/lsm_0193_snr7.5.wav,noisy/lsm_0193_snr7.5.wav,24.485,1627da8db635e2fade9b86a92c2cdac059a2ea6e7476bd2d392051f7c7700ef2,8c1817535835607a6d1730c74027c1f1725bae745e5b1c0818fe6879eaca14c1
194,12.5,clean/lsm_0194_snr12.5.wav,noisy/lsm_0194_snr12.5.wav,10.315,72d86d96ea142762222e5a563d53f3704243c4c0aa675672b4ef3823f01bbce3,ed02e20f5e4a9b770f0b140de31366288064b2d21e1de95caf1beb688b8d65ca
195,17.5,clean/lsm_0195_snr17.5.wav,noisy/lsm_0195_snr17.5.wav,3.035,59b07a4b926d378030f2de5bd64f9a8318b3bff3942e7a6e359832c6a38152dc,376d1112d0540583c48608904a9fb1b51911b2c7aaf40f634467485c2f3d2294
196,2.5,clean/lsm_0196_snr2.5.wav,noisy/lsm_0196_snr2.5.wav,18.56,136568132376399376a478136b91ec719ee4dedac7756131abaae7b45599dc3c,e11d35a9b33993b913ddf8db3b59b3c7d6116251fb9bb7a306bfbb4fab960e35
197,7.5,clean/lsm_0197_snr7.5.wav,noisy/lsm_0197_snr7.5.wav,13.95,8aa49aa1ef5afffc58e819a8560774aa3753c950379006ab3378aa39779dbe26,ba90b776ef7637c688e7bbd576a07bebbf1c332a7f3d56e01b7dc2b29ea8c80c
198,12.5,clean/lsm_0198_snr12.5.wav,noisy/lsm_0198_snr12.5.wav,10.725,7103ea9b2746ea371e053c5e44aa65e3d69fdc84194e4af12722cd72a721c822,79333566dcacd7bcea088c74fef68f4f6658817af3c7312f5db05985b841e608
199,17.5,clean/lsm_0199_snr17.5.wav,noisy/lsm_0199_snr17.5.wav,7.555,c189f709a24239013ebb4833951de943f1d84fe10d3aa8b50b7af24f5c4ee7e0,b95bcc8f9d7950195ece16e8f684bac61624b628ec17c9bada41281829131d9a
200,2.5,clean/lsm_0200_snr2.5.wav,noisy/lsm_0200_snr2.5.wav,19.0,da4d969bf3e4767b490b51b5782bf423b7adb424d44b921c40e167d3e4514004,363f9f493c02662f5da7ca25e0f46cfa3793513e6ab7f260bd45e1207ef852c2
201,7.5,clean/lsm_0201_snr7.5.wav,noisy/lsm_0201_snr7.5.wav,8.095,07330e3bfa04b812db412c754e5db67b6fae62ee910dd6bce5f1c4a4767f12ae,5c46931b9f570964f0ea8e03422af1c0e75bbc15ae00a0c2aa0878d88a42ae27
202,12.5,clean/lsm_0202_snr12.5.wav,noisy/lsm_0202_snr12.5.wav,4.43,9cbcb0e425e32a8bd69b7efcd039fd77705f5ce71142a20476b9437a36438dc0,1cdbbd91486c863e4b8d06e80f076c1c97fd0fb3550c16dfff5d36cf817ffff8
203,17.5,clean/lsm_0203_snr17.5.wav,noisy/lsm_0203_snr17.5.wav,6.665,ee4fe9a675923e697eb2ff114293e63bb9af7040c4f727415216bb5508ca7bf7,d0105af5a6a9cedb806aa6e6bfe68bbbe862efdc3827d6b82a1fde6c72361680
204,2.5,clean/lsm_0204_snr2.5.wav,noisy/lsm_0204_snr2.5.wav,4.045,b741059885961aea0bceaef76e0e01760ec3b9eb00990af669db9277ca178468,16c2c07b5ffc14ee8017b6dee57ce2b60bbebaadc4ef261ceb3db0481161e4e8
205,7.5,clean/lsm_0205_snr7.5.wav,noisy/lsm_0205_snr7.5.wav,21.345,58702a399e289edbf0fc6a1cfbfc8ea153bfb2c051851c52ae24ed633321f4ca,64275195fde774e678458f7defad9c7c060139f5029a152f32f827f835b5970e
206,12.5,clean/lsm_0206_snr12.5.wav,noisy/lsm_0206_snr12.5.wav,19.755,62d406e8291a25b293f07b62d5f4668ad6a1eb208f2c5ef685dd6c87240b610d,aaed0680c3c0cce639b3a2a175d3767a0abfbcad67ebdb6d16b83b77ffcb836b
